id,title,content,date_published,accident_datetime,street,city,A_accident_severity,A_driver_age,A_driver_gender,A_number_injured,A_vehicle_type,B_accident_severity,B_driver_age,B_driver_gender,B_number_injured,B_vehicle_type,C_accident_severity,C_driver_age,C_driver_gender,C_number_injured,C_vehicle_type,D_accident_severity,D_driver_age,D_driver_gender,D_number_injured,D_vehicle_type,accident_date_id,accident_severity,total_injured,C_city,C_street,accident_time_category,accident_time_afternoon,accident_time_early_morning,accident_time_evening,accident_time_late_evening,accident_time_morning,accident_time_night,driver_under_18,driver_18_to_24,driver_25_to_49,driver_50_to_64,driver_65_plus,num_drivers_under_18,num_drivers_18_to_24,num_drivers_25_to_49,num_drivers_50_to_64,num_drivers_65_plus,driver_male,driver_female,driver_unknown,num_drivers_male,num_drivers_female,num_drivers_unknown,num_drivers_total,vehicle_unknown,vehicle_pedestrian,vehicle_bicycle,vehicle_motorbike,vehicle_car,vehicle_van,vehicle_bus,num_vehicle_unknown,num_vehicle_pedestrian,num_vehicle_bicycle,num_vehicle_motorbike,num_vehicle_car,num_vehicle_van,num_vehicle_bus,is_weekend,is_public_holiday_mt,is_school_holiday_mt,is_school_day_mt,street_latitude,street_longitude,street_type,street_type_other,street_type_primary,street_type_residential,street_type_secondary,street_type_tertiary,street_type_trunk,region,region_Central,region_Gozo,region_Northern,region_South Eastern,region_Southern Harbour
release_2,Car-motorcycle traffic accident,"Yesterday, at around 1830hrs, the Police were informed of a traffic accident in Triq Dawret il-Gudja, Gudja.Preliminary investigations showed that a collision occurred between a Honda fit that was being driven by a 64-year-old man from Santa LuÄ‹ija and a Kawasaki Ninja motorcycle that was being driven by a 23-year-old man from Gudja.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",20/06/2025,2025-06-19 18:30:00,triq dawret il-gudja,gudja,not injured,64,M,0,Car,Grievious,23,M,1,Motorbike,,,,,,,,,,,20250619,Grievious,1,gudja,triq dawret il-gudja,evening,False,False,True,False,False,False,False,True,False,True,False,0,1,0,1,0,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,35.84692,14.49538,secondary,False,False,False,True,False,False,South Eastern,False,False,False,True,False
release_35,Fatal accident in Å»ebbuÄ¡,"On Thursday 19th June, at around ten in the evening (2200 hrs), the Police were informed of a traffic accident in Triq L-Imdina, Ä¦aÅ¼-Å»ebbuÄ¡.Initial investigations showed that a collision occurred between a Renault Captur driven by a 57-year-old man from Dingli and a Honda Civic driven by a 32-year-old man from Luqa. A 28-year-old woman, a resident of Attard, was a passenger in the Honda.They were assisted by a medical team and members of the Civil Protection Department.All persons were taken to Mater Dei Hospital by ambulance. Shortly afterwards, the 32-year-old man was certified dead.The other man and the woman sustained grievous injuries.Magistrate Dr Antoine Agius Bonnici LL. D was informed of the case and appointed an inquiry.Police investigations are ongoing.",22/06/2025,2025-06-19 22:00:00,triq l-imdina,haz-zebbug,Grievious,57,M,1,Car,Fatal,32,M,1,Car,Grievious,32,M,1.0,Car,,,,,,20250619,Fatal,3,zebbug,triq l-imdina,late_evening,False,False,False,True,False,False,False,False,True,True,False,0,0,2,1,0,True,False,False,3,0,0,3,False,False,False,False,True,False,False,0,0,0,0,3,0,0,False,False,False,True,35.874767,14.4608589,trunk,False,False,False,False,False,True,Central,True,False,False,False,False
article_313.0,Three car crash outside Tal-Qroqq tunnels causes rush hour traffic jam,"Intense traffic was reported on the Regional Road on Monday morning after a crash involving three vehicles forced the temporary closure of one of the road's southbound lanes.Â  Police received reports of the accident at 8.45am, after an Isuzu van, Mini and Honda Civic were involved in a bumper-to-bumper collision outside the Tal-Qroqq tunnels. The driver of the Mini, which was caught between the two other vehicles, a 23-year-old woman from XagÄ§ra, was taken to Mater Dei Hospital after she sustained some minor injuries.Â  At the time of writing, one of the southbound lanes was closed, leading to gridlock in GÅ¼ira and St Julian's. On Facebook, one commuter said it took him one hour and 30 minutes to travel from St Julian's to the Msida skatepark.",23/06/2025,2025-06-23 08:45:00,regional road,gzira,not injured,none,none,0,van,Slight,23,F,1,car,not injured,none,none,0.0,car,,,,,,20250623,Slight,1,gzira,regional road,morning,False,False,False,False,True,False,False,True,False,False,False,0,1,0,0,0,False,True,True,0,1,2,3,False,False,False,False,True,True,False,0,0,0,0,2,1,0,False,False,False,True,35.9034355,14.4867323,trunk,False,False,False,False,False,True,Southern Harbour,False,False,False,False,True
article_287.0,Regional Road accident causes long rush hour traffic jam,"A man and two women were hospitalised early on Wednesday after a collision between a car and a motorcycle on the Regional Road. The accident happened at around 7am, blocking a lane of the busy arterial road and causing a rush hour traffic jam.Â  The condition of a man and a woman, both Italian, who were riding the motorcycle, is still being assessed. Both are in their twenties. A pregnant woman, 34 from Sliema who was driving the car, a Suzuki Swift, was unhurt but checked in hospital as a precaution.",25/06/2025,2025-06-25 07:00:00,regional road,msida,not injured,34,F,0,car,Unknown,none,none,2,Motorbike,,,,,,,,,,,20250625,not injured,2,msida,regional road,early_morning,False,True,False,False,False,False,False,False,True,False,False,0,0,1,0,0,False,True,True,0,1,1,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,True,False,35.9034355,14.4867323,trunk,False,False,False,False,False,True,Central,True,False,False,False,False
release_45,Gozo traffic accident,"Yesterday, at around 2115hrs, the Police were informed of a traffic accident in Triq BorÄ¡ GÄ§arib, GÄ§ajnsielem.Preliminary investigations showed that a 22-year-old Albanian, a resident of Å»ebbuÄ¡, Gozo, lost control of his Renault Megane and crashed into a wall.A medical team was called on site and an ambulance took the driver to Gozo General Hospital where he was certified to have sustained grievous injuries.Police investigations are ongoing.",02/07/2025,2025-07-01 21:15:00,triq borg gharib,ghajnsielem,Grievious,22,M,1,Car,,,,,,,,,,,,,,,,20250701,Grievious,1,ghajnsielem,triq borg gharib,late_evening,False,False,False,True,False,False,False,True,False,False,False,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,True,False,36.0313836,14.2920442,secondary,False,False,False,True,False,False,Gozo,False,True,False,False,False
article_297729.0,Rider injured in hit-and-run is told tunnel cameras donâ€™t work,"A scooter rider injured in a hit-and-run crash in the Regional Road tunnels earlier this month is struggling to track down the driver, after being told that none of the tunnel cameras work. Giuseppe Di Dio, a 22-year-old Sicilian who works as a DJ and event organiser, was riding his Vespa 300 on July 2 at around 12.30pm when he was hit. As he entered the tunnel heading towards Swieqi, he says a van crossed into his lane, cut him off and crashed into him, knocking him off his Vespa. â€œI feel super lucky to tell the story. It hurt a lot. When I was on the floor, I could feel my burns,â€ he told Times of Malta. Shocked by the impact, Di Dio said he could not identify the van but recalled opening his eyes to see the driver standing over him. According to Di Dio, the man looked South Asian and was wearing a blue shirt. He believes he was driving a delivery van but is unsure which company the van belonged to. â€œHe came over, checked I was alive, told me nothing and rushed off,â€ he said. â€œI know if I saw him, I would recognise him.â€ Thankfully, other drivers stopped to help Di Dio. He was taken to Mater Dei Hospital, where he said he had to wait between six to seven hours before being seen. â€œThat was horrible. I couldnâ€™t take it anymore and began to scream out in pain, and only then did they see me,â€ he said. He was initially told he had minor injuries and was prescribed painkillers. But after several days, his wounds became increasingly painful and doctors at Saint James Hospital later confirmed they were infected. Alongside the physical injuries, Di Dio said his motorbike was damaged and he incurred around â‚¬4,000 in expenses for medical treatment, medications, transport and missed work. â€œI want a refund for the damages but the most important thing is I want to find out who hit me to avoid future accidents,â€ he said.  After being treated, Di Dio filed a police report. He hoped CCTV footage from the tunnel would help identify the van. But he said police informed him that the security cameras inside the Taâ€™ Giorni tunnels do not work. â€œItâ€™s insane. The policeman told me that none of the cameras they have for the tunnels work,â€ he said. â€œI told them that it is impossible but they told me again that none of them work.â€ In 2020, the government launched a â‚¬10 million project to upgrade Maltaâ€™s major tunnels, including Taâ€™ Giorni, which included the installation of security cameras. When asked if the cameras were working on the day of the incident, the transport ministry said: â€œThe Traffic Control Centre did not have CCTV coverage in the mentioned area on the 2nd of July 2025.â€ The ministry did not answer questions about whether the cameras are operational. Police confirmed that a report on the accident had been filed and investigations are ongoing. In 2022, a Transport Malta spokesperson told Times of Malta that tunnel cameras were linked to the authorityâ€™s traffic control centre, and used for both congestion monitoring and automatic incident detection.",20/07/2025,2025-07-02 12:30:00,ta' giorni tunnels,swieqi,Serious,22,M,1,Scooter,Serious,none,M,1,Van,,,,,,,,,,,20250702,Serious,2,swieqi,ta' giorni tunnels,afternoon,True,False,False,False,False,False,False,True,False,False,False,0,1,0,0,0,True,False,False,2,0,0,2,False,False,False,False,False,True,False,0,0,0,0,0,1,0,False,False,True,False,35.89736,14.49371,primary,False,True,False,False,False,False,Northern,False,False,True,False,False
article_113265.0,Motorcyclist grievously injured in MellieÄ§a collision,"A motorcyclist was grievously injured in a collision with a car in MellieÄ§a on Saturday morning. The accident occurred at around 11am in Triq il-Kbira and involved a Hyundai Getz, driven by a 23-year-old man from MellieÄ§a, and a Honda motorbike ridden by a 46-year-old man from Qormi. The motorcyclist was taken to Mater Dei Hospital by ambulance, where he was certified to have sustained grievous injuries. Police investigations are ongoing.",05/07/2025,2025-07-05 11:00:00,triq il-kbira,mellieha,Grievious,23,M,1,Car,Grievious,46,M,1,Motorbike,,,,,,,,,,,20250705,Grievious,2,mellieha,triq il-kbira,morning,False,False,False,False,True,False,False,True,True,False,False,0,1,1,0,0,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,True,False,True,False,35.95614,14.36102,primary,False,True,False,False,False,False,Northern,False,False,True,False,False
article_190828.0,Motorcyclist seriously injured after collision with car,"A man was left with serious injuries Sunday after his motorbike was involved in a collision with a car in Mosta.Â  Initial police investigations indicate the Suzuki motorbike driven by the man, a 30-year-old Indian mational from Birkirkara, was involved in a collision on Triq iÅ¼-Å»ejfa with a Kia Sportage driven by a 34-year-old woman from Rabat. The man was treated at the scene before being taken to Mater Dei Hospital, where his injuries were certified as serious.Â  Investigations are ongoing.",07/07/2025,2025-07-06 00:00:00,triq iz-zejfa,mosta,Serious,30,M,1,Motorbike,Serious,34,F,1,car,,,,,,,,,,,20250706,Serious,2,mosta,triq iz-zejfa,night,False,False,False,False,False,True,False,False,True,False,False,0,0,2,0,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,True,False,True,False,35.91211,14.41467,residential,False,False,True,False,False,False,Northern,False,False,True,False,False
release_32,Car-motorcycle collision in Mosta,"Yesterday, at around 1800hrs, the Police were informed of a traffic accident in Triq iÅ¼-Å»ejfa, Mosta.Preliminary investigations showed that a collision occurred between a Kia Sportage driven by a 34-year-old woman from Rabat and a Suzuki motorcycle driven by a 30-year-old Indian man who lives in Birkirkara.A medical team was called on site and an ambulance took the man to Mater Dei Hospital, where he was certified to be seriously injured.Magistrate Dr Joseph Mifsud LL.D was informed about the case who appointed an inquiry, while Police investigations are ongoing.",07/07/2025,2025-07-06 18:00:00,triq iz-zejfa,mosta,not injured,34,F,0,Car,Serious,30,M,1,Motorbike,,,,,,,,,,,20250706,Serious,1,mosta,triq iz-zejfa,afternoon,True,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,True,False,True,False,35.91211,14.41467,residential,False,False,True,False,False,False,Northern,False,False,True,False,False
article_139548.0,Motorcyclist grievously injured in Msida collision,"A motorcyclist was grievously injured in a traffic accident in Msida on Wednesday evening. The collision occurred at around 6:30 p.m. on Triq Mikiel Anton Vassalli and involved a Smart car driven by a 40-year-old Italian woman residing in Mosta, and a Honda WW125 motorcycle ridden by a 45-year-old man from Ä¦amrun. The motorcyclist was taken to Mater Dei Hospital by ambulance, where he was certified to have sustained grievous injuries. Police investigations are ongoing.",10/07/2025,2025-07-09 18:30:00,triq mikiel anton vassalli,msida,Grievious,40,F,1,car,Grievious,45,M,1,Motorbike,,,,,,,,,,,20250709,Grievious,2,msida,triq mikiel anton vassalli,evening,False,False,True,False,False,False,False,False,True,False,False,0,0,2,0,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,True,False,35.8981962,14.4867393,trunk,False,False,False,False,False,True,Central,True,False,False,False,False
release_74,Man grievously injured in a traffic accident,"A 78-year-old man who lives in SiÄ¡Ä¡iewi, at around 0630 hrs, was taken to Mater Dei Hospital following a traffic accident in Triq Dun Manwel Zammit, SiÄ¡Ä¡iewi.Preliminary investigations showed that the man was hit by a Toyota Auris, that was being driven by a 24-year-old man who also lives in SiÄ¡Ä¡iewi.The man was assisted by a medical team, taken to hospital by an ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",10/07/2025,2025-07-10 06:30:00,triq dun manwel zammit,siggiewi,Grievious,24,M,1,Car,,,,,,,,,,,,,,,,20250710,Grievious,1,siggiewi,triq dun manwel zammit,early_morning,False,True,False,False,False,False,False,True,False,False,False,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,True,False,35.8578333,14.4358665,residential,False,False,True,False,False,False,Central,True,False,False,False,False
