id,title,content,date_published,accident_datetime,street,city,A_accident_severity,A_driver_age,A_driver_gender,A_number_injured,A_vehicle_type,B_accident_severity,B_driver_age,B_driver_gender,B_number_injured,B_vehicle_type,C_accident_severity,C_driver_age,C_driver_gender,C_number_injured,C_vehicle_type,D_accident_severity,D_driver_age,D_driver_gender,D_number_injured,D_vehicle_type,accident_date_id
release_70,Traffic accident in Tarxien,"Early this morning, at around 0430 hrs, the Police were informed of a traffic accident in Triq San Anard, Tarxien.Preliminary investigations showed that a 40-year-old man from Tarxien lost control of his Kawasaki motorcycle and overturned. A 33-year-old Latvian woman who resides in Marsascala was also on the bike.A medical team was called on site and an ambulance took the two persons to Mater Dei Hospital, where the man was certified to have sustained grievous injuries while the woman was certified to have sustained serious injuries.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry while the Police are carrying out investigations.",2025-07-24,24/07/2025 04:30,triq san anard,tarxien,Grievious,40,M,1,Motorbike,Serious,40,M,1,Motorbike,,,,,,,,,,,20250724
article_353525.0,Motorcyclist and passenger seriously injured in Tarxien traffic accident,"A motorcyclist and his passenger were taken to hospital with serious injuries after a traffic accident in Tarxien the early hours of Thursday morning. Initial investigations indicate that the man, a 40-year-old Tarxien resident, lost control of the Kawasaki motorcycle he was riding at around 4.30am, causing it to overturn. A 33-year-old Latvian woman living in Marsascala was also on the motorcycle when it overturned on Triq San Anard. The pair were treated at the scene before being taken to Mater Dei Hospital, where their injuries were certified as serious. Investigations are ongoing.",2025-07-24,2025-07-24 04:30:00,triq san anard,tarxien,Serious,40,M,2,Motorbike,Serious,33,F,2,Motorbike,,,,,,,,,,,20250724
release_77,Motorcycle accident,"A 65-year-old man, a resident of Mellieħa, was taken to Mater Dei Hospital at about 1015 hrs after he was injured in an accident in Salina Road, Naxxar.Preliminary investigations showed that the man was riding a Honda motorcycle, lost control, crashed into a pavement and fell off.He was assisted by a medical team, taken to hospital by an ambulance and certified thathe was grievously injured.Police investigations are ongoing.",2025-07-24,24/07/2025 10:15,salina road,naxxar,Grievious,65,M,1,Motorbike,,,,,,,,,,,,,,,,20250724
article_353565.0,Motorcyclist grievously injured in Naxxar accident,"A motorcyclist was grievously injured following an accident in Naxxar on Thursday morning. The 65-year old man, who lives in Mellieħa, was driving his Honda motorbike along Triq is-Salina at around 10.15am when he lost control of his vehicle, crashed into the pavement and fell off his motorbike. A medical team was called to assist him and he was taken to Mater Dei hospital by ambulance where he was certified to have sustained grievous injuries. Police investigations are under way.",2025-07-24,2025-07-24 10:15:00,triq is-salina,naxxar,Grievious,65,M,1,Motorbike,,,,,,,,,,,,,,,,20250724
article_386207.0,27-year-old motorcyclist killed in Pembroke crash,"A 27-year-old motorcyclist was killed in a traffic accident in Pembroke in the early hours of Saturday morning.  Initial investigations suggest a BMW 1 Series driven by a 22-year-old man from St Paul's Bay and a Honda motorcycle driven by the victim, a Paola resident, collided at around 1am on Triq Sant’Andrija. The victim was treated at the scene before being taken to Mater Dei Hospital, where he was pronounced dead a short time later.  Police investigations are ongoing.",2025-07-26,2025-07-26 01:00:00,triq santandrija,pembroke,Fatal,22,M,1,Car,Fatal,27,none,1,Motorbike,,,,,,,,,,,20250726
release_44,Fatal motorcycle accident,"A 27-year-old man who lives in Paola, lost his life early this morning in a traffic accident in Pembroke.The accident happened at around 0100hrs) in Triq Sant’Andrija.Preliminary investigations showed that a collision occurred between a BMW 1 series driven by a 22-year-old man residing in St Paul’s Bay and a Honda motorcycle driven by the victim.The motorcyclist was immediately assisted by a medical team and taken to Mater Dei Hospital by ambulance. Unfortunately, he was certified dead shortly afterwards.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations into this incident are ongoing.",2025-07-26,26/07/2025 01:00,triq santandrija,pembroke,not injured,22,M,0,Car,Fatal,27,M,1,Motorbike,,,,,,,,,,,20250726
release_85,Fgura traffic accident,"Today, at around 1530hrs, the Police were informed of a traffic accident in Hompesch Street, Fgura.Preliminary investigations showed that a collision occurred between a Toyota Corolla driven by a 23-year-old woman from Zabbar and an Audi Q3 driven by a 77-year-old man from Marsascala.In the Toyota there was also a 71-year-old woman residing in Zabbar while in the Audi there were also two women aged 76 and 42 years, both residing in Marsascala, and two boys aged 14 and 11 years.Members of the Civil Protection Department and a medical team were called to the scene and ambulances took all the persons to Mater Dei Hospital for treatment.Unfortunately, the 71-year-old woman was certified dead a short while later while the 23-year-old woman is in serious condition, the 77-year-old man and the 76-year-old woman were certified to have sustained grievous injuries.The condition of the other persons is still pending.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations into this incident are ongoing.",2025-07-27,27/07/2025 15:30,hompesch street,fgura,Fatal,23,F,1,Car,Serious,23,F,1,Car,Grievious,77,M,2,Car,,,,,,20250727
article_386270.0,One dead in collision involving PM’s parents; George Abela and wife 'stable',"Updated 6.35 pm  A woman died and another is in a critical condition following a crash involving Robert Abela's mother and father. The Prime Minister's parents – former president George Abela and Margaret Abela – were among several people hospitalised following a head-on collision between two cars in Fgura on Sunday afternoon. Shortly after the accident, Prime Minister Robert Abela said his mother and father were in a stable condition in hospital. In a statement, police said the individuals were certified as ""grievous"". In a statement, the police said the 71-year-old woman from Żabbar was pronounced dead shortly after the incident.  A 23-year-old woman who was driving the vehicle is in a critical condition. She is also from Żabbar. The crash, between a Toyota Corolla and an Audi Q3, happened at around 3.30 pm on Triq Hompesh, the busy Fgura road leading to Żabbar.  The police said the Civil Protection Department were needed on site.  Magistrate Ian Farrugia is leading an inquiry into the crash, alongside police investigations.",2025-07-27,2025-07-27 15:30:00,triq hompesh,fgura,Grievious,23,F,2,unknown,Grievious,71,F,2,unknown,,,,,,,,,,,20250727
article_450529.0,Motorcyclist hospitalised following Sliema collision,"A motorcyclist was taken to Mater Dei Hospital following a traffic collision in Sliema.
The accident took place at around 11:45am when a car driven by a 71 year old man collided with the motorcycle.
Medical personnel provided assistance at the scene before the 34 year old motorcyclist was taken to Mater Dei Hospital by ambulance.
The condition of the motorcyclist has not yet been confirmed. The other driver did not suffer from any injuries
Authorities are continuing their investigations.",2025-07-27,2025-07-27 15:30:00,tower road,sliema,Serious,71,M,1,Car,Serious,34,none,1,Motorbike,,,,,,,,,,,20250727
article_489475.0,Former president George Abela and his wife discharged from hospital,"Former president George Abela and his wife Margaret, who suffered serious injuries following a traffic accident a week ago, have been discharged from hospital. The couple, who are also the parents of Prime Minister Robert Abela, were discharged late last week and are now “recovering slowly at home”, a spokesperson for the Department of Information said. They were amongst others injured in a head-on collision between a Toyota Corolla and an Audi Q3 on July 27 at 3.30 pm on Triq Hompesh, the busy Fgura road leading to Żabbar. A 71-year-old woman from Żabbar involved in the collision was pronounced dead shortly after the incident. Her 23-year-old daughter was also in a critical condition but has since been discharged. Besides George and Margaret Abela, three others were in the Audi: a 42-year-old woman and two boys aged 14 and 11. George Abela, 77, served as president of Malta from 2009 to 2014. Before that he was a senior figure in the Labour Party, serving for a time as deputy leader. He was also a candidate for the role of party leader in 2008. The week between July 23 and 29 was the deadliest week on Malta’s roads in at least 25 years, with multiple fatalities reported.",2025-08-04,2025-07-27 15:30:00,triq hompesh,fgura,Fatal,23,F,2,car,Fatal,71,F,2,car,,,,,,,,,,,20250727
article_490183.0,Breathalyser showed motorist in fatal Valletta crash was five times over limit,"A breathalyser test on Benjamin Chetcuti, the driver involved in last month's fatal crash in Valletta showed him to be some five times above the legal limit, a court heard on Tuesday. The test returned a reading of 139.2 μg/100ml (microgrammes of alcohol per 100 ml) of breath or about five times the legal limit, Superintendent Nicholas Vella said at the compilation of evidence against Chetcuti, an AFM soldier arraigned last month. He stands accused of the involuntary homicide of Mildred Azzopardi, driving under the influence and grievously injuring Azzopardi's husband through negligence. He denies the charges. Mildred Azzopardi, 62, from Ħamrun, a mother of four, died at the scene on July 27 when Chetcuti's car ploughed into her car as she put items in the boot. The 23-year-old accused joined the AFM as a recruit in January and on June 10 had his passing out ceremony and was confirmed as a gunner. He was posted to the Maritime Squadron on July 1. Police superintendent Nicholas Vella from the Road Policing Unit testified on how the accident happened at Xatt il-Barrieri, where the Azzopardis had earlier been fishing. Vella played out footage from ten CCTV cameras, explaining that the accused drove around Fort St Elmo initially at 36km/hr. His Subaru Impresa could then be seen at a speed of 246.33/m in nine seconds, meaning an average speed of 98 km/hr. The superintendent said Alfred Azzopardi, the victim's husband, was already in their Ford Fiesta while Mildred was putting some stuff away in the boot when the crash took place. CCTV footage taken from the offices of shipping companies in the area showed the Subaru Impresa arriving at a high speed before the driver lost control and it swerved, hitting Mildred Azzopardi' car first. Azzopardi died on the spot.  Medicolegal expert Mario Scerri testified that Mildred Azzopardi sustained several bone fractures and internal haemorrhage. Her husband suffered  grievous injuries and was in intensive care for a while. He added that Chetcuti tested negative for drugs. His urine sample was sent to another expert for further testing. Medicolegal experts Ali Sarfraz and David Pisani took the witness stand and testified jointly on the findings of the post-mortem examination which showed that Mildred Azzopardi suffered multiple injuries. An eyewitness also took the stand on Tuesday morning. Reeves Cini explained that at the time of the incident he was at the nearby Siege Bell Memorial. “When I arrived on site I found Benjamin,” the witness said, clarifying that he knew the accused from the time the latter worked in Valletta. The road had already been closed. The witness said he feared the worst since his grandfather owned a boathouse in the area. He asked Chectuti if he wanted something to drink, and ran up to his home and got him a soft drink from the fridge. Chetcuti told him: “I was coming from Pixxkerija (fishmarket) side when I lost control of the vehicle and crashed into the cars.”",2025-08-12,2025-07-27 22:00:00,ta' liesse,valletta,Fatal,23,M,1,Car,,,,,,,,,,,,,,,,20250727
