id,title,content,date_published,accident_datetime,street,city,A_accident_severity,A_driver_age,A_driver_gender,A_number_injured,A_vehicle_type,B_accident_severity,B_driver_age,B_driver_gender,B_number_injured,B_vehicle_type,C_accident_severity,C_driver_age,C_driver_gender,C_number_injured,C_vehicle_type,D_accident_severity,D_driver_age,D_driver_gender,D_number_injured,D_vehicle_type,accident_date_id,accident_severity,total_injured,delete_flag,C_city,C_street,duplicate_of_id
article_493670.5,Two men seriously injured in separate traffic accidents,"Two men were seriously injured in two separate traffic accidents on Saturday night. Â  The first accident occurred at around 11pm on the St Paulâ€™s Roundabout, when a 69-year-old man, a resident of the area, collided with the pavement while driving his Mercedes B180, flipping his car and leaving it upside down in a field to the side of the road. The second accident occurred at around 1.30am on Triq Mikiel Anton Vassalli in Msida, when a Honda CB650 motorcycle driven by a Taâ€™ Xbiex man, 34, was involved in a collision with a Mazda Demio driven by a 24-year-old man from Vittoriosa. Medical staff attended both scenes, with the 69-year-old man and the motorcyclist taken to Mater Dei Hospital for further treatment, where their injuries were certified as serious. Investigations are continuing.",14/09/2025,13/09/2025 13:30,triq mikiel anton vassalli,msida,Serious,34,M,1,Motorbike,Serious,24,M,1,car,,,,,,,,,,,20250913,Serious,2,retain,msida,triq mikiel anton vassalli,
article_493664.0,Man seriously injured after crashing into pole,"A man was left with serious injuries on Saturday night after crashing his car into a pole on the pavement next to a roundabout in Paola. Police said initial investigations suggest the 54-year-old man from Marsa lost control of the Honda Fit he was driving, leading him to crash into the roadside pole on Triq il-Perit Dom Mintoff. The man, a Marsa resident, was treated at the scene before being taken to Mater Dei Hospital, where his injuries were certified as serious. Investigations are continuing.",14/09/2025,13/09/2025 00:00,triq il-perit dom mintoff,paola,Serious,54,M,1,car,,,,,,,,,,,,,,,,20250913,Serious,1,retain,paola,triq il-perit dom mintoff,
article_493598.0,â€˜All hell broke looseâ€™: Marsa resident recounts crash that damaged his home,"Ray Piscopoâ€™s wife was carrying their three-year-old granddaughter to take her outside when, just as she placed her hand on the door lock, a deafening blast rang out. Shattered glass and falling masonry followed. In terror, the 70-year-old screamed: â€œA bomb, a bomb, a bomb.â€ It was the moment when aÂ Mercedes crashed into the faÃ§ade of their Marsa home on Friday afternoon. CCTV footage captured the moment the driver lost control of the vehicle at the corner of Triq Isouard, swerved and crashed into the faÃ§ade of the artist and engineerâ€™s family home.",13/09/2025,12/09/2025 00:00,triq isouard,marsa,not injured,none,M,0,Car,,,,,,,,,,,,,,,,20250912,not injured,0,retain,marsa,triq isouard,
article_493542.0,Watch: The moment car crashes into Marsa building,"Four men escaped injury when the driver lost control of his car and smashed into the facade of a building in Marsa causing some damage. The incident happened on Friday afternoon in Triq Isouard when CCTV footage captured a Mercedes driving round a corner at the top of the street, swerving across the opposite lane and crashing with some speed, climbing the pavement and into the facade of a private residence.  Just seconds earlier, a woman was walking in the street on the opposite side of the road but she stepped off the road and onto the safety of the pavement just as the car crashed into the building opposite. The Mercedes also hit the back of a Citroen parked outside the building, shoving it slightly forward. The four men climbed out of the vehicle seemingly unharmed as they surveyed the extensive damage caused both to the front of the car and to the facade. Stones were seen falling off the facade after the impact. It is not yet known if the owners of the residence were at home at the time of the accident. LESA CEO Svetlick Flores said ""this is normal business for us to see a collision involving a vehicle and a building or a fence"". Last month, a cab driver crashed into a hairdressing salon in Santa Venera causing more than â‚¬10,000 in damages. The driver was charged with drink driving.Â  This is a developing story. More to follow.",12/09/2025,12/09/2025 00:00,triq isouard,marsa,not injured,none,M,0,car,,,,,,,,,,,,,,,,20250912,not injured,0,delete,marsa,triq isouard,article_493598.0
article_493372.0,Motorcyclist seriously injured after losing control of motorbike,"A motorcyclist was left with serious injuries after a traffic accident on Thursday morning. Â  In a statement, police said the 33-year-old man appeared to have lost control of the Wottan Storm motorcycle he was riding at around 7.30am on Dun Karm Street, Msida.Â  He was treated at the scene before being taken to Mater Dei Hospital, where his injuries were certified as serious. Â  Investigations are ongoing.",11/09/2025,11/09/2025 07:30,dun karm street,msida,Serious,33,M,1,Motorbike,,,,,,,,,,,,,,,,20250911,Serious,1,retain,msida,triq dun karm,
article_493212.0,Birkirkara aqueduct arch collapses after traffic accident â€“ council,"An aqueduct arch in Birkirkara collapsed after a traffic accident in the area, the local council said Tuesday evening, while calling for swift repair works ahead of the beginning of the new scholastic year. In a statement, the council said, â€œsome weeks ago, one of the arches of the historic aqueduct located in our locality collapsed due to a traffic accident that occurred in the areaâ€. While no further details about the accident were provided, in July part of the historic Wignacourt aqueduct in MrieÄ§el was closed off for checks after a truck hit one of the arches as it joined the Rabat road. An architect was appointed by the Superintendence of Cultural Heritage to evaluate and prepare a report on the damage, with repair works to be carried out â€œby the relevant authoritiesâ€, the council said.Â  â€œThe council wishes to emphasise that it is not within its remit to carry out these works, nor does it hold any legal or technical responsibility for the repair of the archâ€, it said. â€œNevertheless, the council has been actively and continuously putting pressure and engaging to ensure that these works are undertaken as soon as possible.â€ The council said the pending repairs were â€œparticularly importantâ€ due to the new school year starting later this month, with it â€œvery aware of the traffic pressure that already exists in the area â€“ pressure that has increased due to the closure of this archâ€. It â€œstrongly appealedâ€ to authorities ""to make every effort to ensure that the necessary works are carried out without further delay"". The Birkirkara community and residents â€œdeserve a serious and immediate solution to this inconvenience that has persisted for too longâ€, the council said. The aqueduct was built on the orders of Grand Master Wignacourt, for whom it is named, to carry water from springs in Dingli and Rabat to Valletta. It was inaugurated in April 1615. This is not the first time the historic structure was damaged; in August 2018, one of the arches was damaged when the driver of a large concrete-mix truck ignored traffic signs and tried to drive through, damaging the central corbel stone of the arch. The council statement was signed by mayor Desirei Grech and executive secretary Christine-Jo Mansueto.",09/09/2025,09/09/2025 00:00,wignacourt aqueduct,birkirkara,not injured,none,none,none,van,,,,,,,,,,,,,,,,20250909,not injured,0,retain,birkirkara,wignacourt aqueduct,
article_493044.0,Motorcyclist seriously injured in Luqa crash,"A motorcyclist was rushed to the hospital on Sunday afternoon after a crash in Luqa.Â  The police said the accident happened at around 1.30pm in Triq l-Ewwel Titjira. According to investigations, a Citroen DS3 driven by a 35-year-old man, a Å»urrieq resident, and a Hyosung XRX driven by a 62-year-old man were involved in the accident.Â  A medical team was called to the scene, and the motorcyclist was taken to Mater Dei Hospital via ambulance. He was later certified as having suffered serious injuries.Â  Police investigations are ongoing.",07/09/2025,07/09/2025 13:30,triq l-ewwel titjira,luqa,Serious,35,M,1,Car,Serious,62,M,1,Motorbike,,,,,,,,,,,20250907,Serious,2,retain,luqa,triq l-ewwel titjira,
article_492806.0,Two injured following GÅ¼ira traffic accident,"Two men were injured on Thursday afternoon following a traffic accident on GÅ¼ira front.Â  The police were informed of the accident at around 6.15pm in Triq ix-Xatt, when a 24-year-old moped driver, from Tarxien, riding a Surron Light Bee, was involved in a collision with a Honda NSC110 driven by a 35-year-old Libyan from Å»urrieq.Â  A medical team was called to the scene, and both men were rushed to Mater Dei Hospital.Â  Later, the 35-year-old man was certified to have sustained serious injuries. The other driver was certified as slightly injured. Police investigations are still ongoing.",05/09/2025,04/09/2025 18:15,triq ix-xatt,gzira,Serious,24,M,1,Motorbike,Serious,35,M,1,Scooter,,,,,,,,,,,20250904,Serious,2,retain,gzira,triq ix-xatt,
release_75,Traffic accident in Gzira,"Yesterday, at around 1815hrs, the police were informed of a traffic accident in Triq Ix-Xatt, Gzira.The Police went immediately on site and preliminary investigations showed that a collision had occurred between a moped Surron light Bee driven by a 24-year-old man residing in Tarxien and a Honda NSC110 motorcycle driven by a 35-year-old Libyan man residing in Zurrieq.A medical team was called on site and an ambulance took the two men to Mater Dei Hospital. Later, the motorcyclist was certified to have sustained grievous injuries while the other was certified to have suffered slight injuries.Police investigations are ongoing.",05/09/2025,04/09/2025 18:15,triq ix-xatt,gzira,Slight,24,M,1,Motorbike,Grievious,35,M,1,Motorbike,,,,,,,,,,,20250904,Grievious,2,delete,gzira,triq ix-xatt,article_492806.0
release_99,Woman grievously injured in a traffic accident,"An 87-year-old woman, who lives in Qormi, at around 0730 hrs, was taken Mater Dei Hospital since she was involved in a traffic accident in Cottoner Avenue, Fgura.Initial investigations, showed that the woman was hit by Mitsubishi L200, that was being driven by a 68-year-old man from Qormi.The woman was assisted by a medical team, taken to Mater Dei hospital by an ambulance and was later certified as suffering from grievous injuries.Police investigations are ongoing.",31/08/2025,31/08/2025 07:30,cottoner avenue,fgura,Grievious,68,M,1,Van,,,,,,,,,,,,,,,,20250831,Grievious,1,delete,fgura,cottoner avenue,
article_492291.0,87-year-old woman injured after being run over in Qormi,"Tista' taqra bil- Malti. An 87-year-old woman from Qormi was hospitalised today after she was run over in Qormi this morning. The incident occurred at approximately 7:30am on Triq l-Imdina, Qormi. Initial police investigations indicate that the woman was hit by a vehicle driven by a 68-year-old man, also a resident of Qormi.A medical team attended to the woman at the scene before she was transported to the hospital by ambulance. She has been certified as having sustained grievous injuries. A previous version of this article incorrectly stated the location of the accident. The police have since clarified that the incident occurred on Triq l-Imdina, Qormi, and not Vjal il-Kottoner, Fgura. We apologise for this error. ",31/08/2025,31/08/2025 07:30,triq l-imdina,qormi,Grievious,68,M,1,unknown,,,,,,,,,,,,,,,,20250831,Grievious,1,retain,qormi,triq l-imdina,
article_492115.0,Motorcyclist grievously injured in Marsa crash,A motorcyclist was grievously injured on Friday afternoon after he was involved in a collision with a car in Marsa. The accident happened at around 3.15pm in Triq Emmanuele Luigi Galizia. The 55-year old man who is from BirÅ¼ebbuÄ¡a was riding his Daelim motorbike when he was involved in a collision with a BMW 318 driven by a 33-year old woman from Luqa. A 74-year old man also from Luqa was a passenger in the car. The motorcyclist was given first aid on site before being transferred to Mater Dei Hospital where he was found to have sustained grievous injuries. Police investigations are under way.,29/08/2025,29/08/2025 15:15,triq emmanuele luigi galizia,marsa,Grievious,55,M,1,Motorbike,Grievious,33,F,1,car,,,,,,,,,,,20250829,Grievious,2,retain,marsa,triq emmanuele luigi galizia,
